Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
23-05-2025,AQS,360050133,1,22.4,ppb,21,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
24-05-2025,AQS,360050133,1,9,ppb,8,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
25-05-2025,AQS,360050133,1,6.6,ppb,6,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
26-05-2025,AQS,360050133,1,33.6,ppb,31,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
27-05-2025,AQS,360050133,1,30.2,ppb,28,PFIZER LAB SITE,23,96,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
28-05-2025,AQS,360050133,1,30.5,ppb,28,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
29-05-2025,AQS,360050133,1,33.5,ppb,31,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
30-05-2025,AQS,360050133,1,25.2,ppb,24,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
31-05-2025,AQS,360050133,1,4.9,ppb,4,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01-06-2025,AQS,360050133,1,13.6,ppb,12,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02-06-2025,AQS,360050133,1,40.5,ppb,38,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03-06-2025,AQS,360050133,1,40.4,ppb,38,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04-06-2025,AQS,360050133,1,36.8,ppb,34,PFIZER LAB SITE,23,96,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
05-06-2025,AQS,360050133,1,44.3,ppb,42,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
06-06-2025,AQS,360050133,1,21,ppb,20,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
07-06-2025,AQS,360050133,1,23.7,ppb,22,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
08-06-2025,AQS,360050133,1,5.5,ppb,5,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
09-06-2025,AQS,360050133,1,5.1,ppb,5,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
10-06-2025,AQS,360050133,1,35.8,ppb,33,PFIZER LAB SITE,20,83,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
11-06-2025,AQS,360050133,1,20.6,ppb,19,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12-06-2025,AQS,360050133,1,22.1,ppb,21,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
13-06-2025,AQS,360050133,1,11.4,ppb,10,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
14-06-2025,AQS,360050133,1,5.4,ppb,5,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
15-06-2025,AQS,360050133,1,18.9,ppb,17,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
16-06-2025,AQS,360050133,1,7.7,ppb,7,PFIZER LAB SITE,22,92,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
17-06-2025,AQS,360050133,1,16.6,ppb,15,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
18-06-2025,AQS,360050133,1,28.5,ppb,26,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
19-06-2025,AQS,360050133,1,22.6,ppb,21,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
20-06-2025,AQS,360050133,1,15.5,ppb,14,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),212,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
