Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
23-05-2025,AQS,340030006,1,0.02,ppm,19,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
24-05-2025,AQS,340030006,1,0.024,ppm,22,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
25-05-2025,AQS,340030006,1,0.03,ppm,28,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
26-05-2025,AQS,340030006,1,0.039,ppm,36,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
27-05-2025,AQS,340030006,1,0.041,ppm,38,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
28-05-2025,AQS,340030006,1,0.032,ppm,30,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
29-05-2025,AQS,340030006,1,0.032,ppm,30,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
30-05-2025,AQS,340030006,1,0.035,ppm,32,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
31-05-2025,AQS,340030006,1,0.034,ppm,31,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
01-06-2025,AQS,340030006,1,0.036,ppm,33,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
02-06-2025,AQS,340030006,1,0.041,ppm,38,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
03-06-2025,AQS,340030006,1,0.054,ppm,50,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
04-06-2025,AQS,340030006,1,0.063,ppm,77,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
05-06-2025,AQS,340030006,1,0.073,ppm,108,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
06-06-2025,AQS,340030006,1,0.067,ppm,90,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
07-06-2025,AQS,340030006,1,0.029,ppm,27,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
08-06-2025,AQS,340030006,1,0.046,ppm,43,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
09-06-2025,AQS,340030006,1,0.037,ppm,34,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
10-06-2025,AQS,340030006,1,0.03,ppm,28,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
11-06-2025,AQS,340030006,1,0.061,ppm,71,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
12-06-2025,AQS,340030006,1,0.068,ppm,93,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
13-06-2025,AQS,340030006,1,0.056,ppm,54,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
14-06-2025,AQS,340030006,1,0.034,ppm,31,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
15-06-2025,AQS,340030006,1,0.032,ppm,30,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
16-06-2025,AQS,340030006,1,0.033,ppm,31,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
17-06-2025,AQS,340030006,1,0.015,ppm,14,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
18-06-2025,AQS,340030006,1,0.038,ppm,35,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
19-06-2025,AQS,340030006,1,0.044,ppm,41,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
20-06-2025,AQS,340030006,1,0.042,ppm,39,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
21-06-2025,AQS,340030006,1,0.065,ppm,84,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
22-06-2025,AQS,340030006,1,0.037,ppm,34,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
23-06-2025,AQS,340030006,1,0.069,ppm,97,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
24-06-2025,AQS,340030006,1,0.049,ppm,45,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
25-06-2025,AQS,340030006,1,0.046,ppm,43,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
26-06-2025,AQS,340030006,1,0.037,ppm,34,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
27-06-2025,AQS,340030006,1,0.036,ppm,33,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
